stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"30441","TOGLIATTI- MOLFETTA","41.8913978806176","12.574670085323","0",""
"30442","PESENTI- TIBURTINA","41.932142006842","12.599453060434","0",""
"30443","TIBURTINA- ZOE FONTANA","41.9343083875604","12.6080558869757","0",""
"30444","TOR PAGNOTTA- PELOSI","41.8024021778861","12.4860383843042","0",""
"30445","TOR PAGNOTTA- PELOSI","41.8027083811192","12.4855449589534","0",""
"50000","ANAGNINA","41.8429222048014","12.5858368363178","1",""
"50001","ARCO DI TRAVERTINO","41.8660165564413","12.5359725417047","1",""
"50002","BALDO DEGLI UBALDI","41.8990631109162","12.4339926418069","1",""
"50003","BARBERINI","41.9037525882563","12.4886752049684","1",""
"50004","BASILICA SAN PAOLO","41.8559835485847","12.4783426983523","1",""
"50005","BATTISTINI","41.9062681079031","12.4149092274041","1",""
"50006","BOLOGNA","41.9136071733045","12.5208440902047","1",""
"50007","CASTRO PRETORIO","41.9062070831776","12.5055003331549","1",""
"50008","CAVOUR","41.8950591221969","12.4938181585525","1",""
"50009","CINECITTA'","41.8482262994444","12.5759026544828","1",""
"50010","CIPRO","41.9071830909744","12.4466875847789","1",""
"50011","CIRCO MASSIMO","41.8834094473529","12.4878575779813","1",""
"50012","COLLI ALBANI","41.8697435458841","12.5294530763918","1",""
"50013","COLOSSEO","41.8912606470934","12.4915473729492","1",""
"50014","CONCA D'ORO","41.9389422850612","12.5274515412312","1",""
"50015","CORNELIA","41.9006361300727","12.42637863687","1",""
"50016","EUR FERMI","41.828711506812","12.4709242104582","1",""
"50017","EUR MAGLIANA","41.8395609384628","12.4635382806674","1",""
"50018","EUR PALASPORT","41.8301390762051","12.466006167465","1",""
"50019","FLAMINIO","41.9127102234698","12.4763803141602","1",""
"50020","FURIO CAMILLO","41.8747011908585","12.5229720568859","1",""
"50021","GARBATELLA","41.8664961656148","12.4831575614436","1",""
"50022","GIULIO AGRICOLA","41.8566298520519","12.5626810157717","1",""
"50023","LAURENTINA","41.8271987808703","12.4806429234842","1",""
"50024","LEPANTO","41.9114850088278","12.4664697981833","1",""
"50025","LIBIA","41.9316754127651","12.5192490933312","1",""
"50026","LUCIO SESTIO","41.859720435297","12.5571617148834","1",""
"50027","MANZONI","41.8905805189655","12.5065113270396","1",""
"50028","MARCONI","41.8488234649895","12.4755482916448","1",""
"50029","MONTI TIBURTINI","41.9159731254202","12.5476251792864","1",""
"50030","NUMIDIO QUADRATO","41.8620504022522","12.552644342938","1",""
"50031","OTTAVIANO","41.9094412186829","12.4581040399018","1",""
"50032","PIETRALATA","41.9140568619775","12.5555695405562","1",""
"50033","PIRAMIDE","41.8756864124119","12.4820798295108","1",""
"50034","POLICLINICO","41.9087158995722","12.5122119372784","1",""
"50035","PONTE LUNGO","41.8777497158901","12.5190126126858","1",""
"50036","PONTE MAMMOLO","41.920952247889","12.5651677102456","1",""
"50037","PORTA FURBA - QUADRARO","41.8636315012844","12.5489142744896","1",""
"50038","QUINTILIANI","41.9147976064404","12.5389889055577","1",""
"50039","REBIBBIA","41.9256787635992","12.5726866358426","1",""
"50040","RE DI ROMA","41.8817991531871","12.514119789262","1",""
"50041","REPUBBLICA","41.9026798249627","12.4962926474414","1",""
"50042","S.AGNESE/ANNIBALIANO","41.9237981017919","12.5162744459328","1",""
"50043","S. GIOVANNI","41.8856051094235","12.5095539672924","1",""
"50044","S.M. DEL SOCCORSO","41.9160515759513","12.5614498421743","1",""
"50045","SPAGNA","41.9078560274437","12.4823633191898","1",""
"50046","SUBAUGUSTA","41.8532607174442","12.568668077156","1",""
"50047","TERMINI","41.901000445964","12.5000615012136","1",""
"50048","TIBURTINA F.S.","41.9101029881824","12.5302330864716","1",""
"50049","VALLE AURELIA","41.9027755101912","12.4412625531306","1",""
"50050","VITTORIO EMANUELE","41.8945373442285","12.5044239533376","1",""
"50100","ACILIA","41.7833554244102","12.3605557177043","1",""
"50101","ACQUA ACETOSA","41.9315851530879","12.4872914224685","1",""
"50105","ALESSI","41.8828922538571","12.5341903921917","1",""
"50109","APPIANO PROBA PETRONIA","41.9115464350997","12.4386198240576","1",""
"50111","AURELIA","41.8827865050363","12.3943091895665","1",""
"50113","BALDUINA","41.9207066882053","12.4365908001599","1",""
"50114","BALZANI","41.8762923851189","12.5545571635654","1",""
"50115","BASILICA S. PAOLO","41.8560488554509","12.4781695446615","1",""
"50116","BERARDI","41.8779797786214","12.5480847496394","1",""
"50120","CAMPI SPORTIVI","41.9340297620219","12.4928646469221","1",""
"50122","CAMPOLEONE","41.6424888381216","12.6482342731906","1",""
"50124","CAPANNELLE","41.8308859208176","12.5687656105981","1",""
"50126","CASAL BERNOCCHI","41.7893862154773","12.3774741124073","1",""
"50127","CASTEL FUSANO","41.7206760637647","12.308714631138","1",""
"50130","CENTOCELLE","41.8747631891021","12.5625285939612","1",""
"50131","CENTRO RAI","41.9809004643445","12.4937031821687","1",""
"50132","CESANO","42.0617334502613","12.3266311063948","1",""
"50133","CIAMPINO","41.8043983824509","12.5994314603136","1",""
"50136","COLLE MATTIA","41.8328196360238","12.7284538555121","1",""
"50138","CRISTOFORO COLOMBO","41.7145780022896","12.3221522510498","1",""
"50139","DUE PONTI","41.9568766492501","12.4863946381759","1",""
"50140","EUCLIDE","41.9264739083133","12.481654642817","1",""
"50141","EUR MAGLIANA","41.8396243895384","12.4633917737096","1",""
"50143","FIDENE","41.9794358217471","12.5085540239311","1",""
"50144","FIERA DI ROMA","41.810294849966","12.3199009799097","1",""
"50145","FILARETE","41.8815173782966","12.5385348313177","1",""
"50147","FIUMICINO","41.7917650521831","12.2534913177368","1",""
"50148","FLAMINIO","41.912892236285","12.4764141576978","1",""
"50151","GEMELLI","41.9279413414702","12.4286594285434","1",""
"50155","GROTTAROSSA","41.9642559434733","12.4900020536769","1",""
"50158","IPOGEO DEGLI OTTAVI","41.9687392531035","12.4089345277298","1",""
"50159","LABARO","41.9885202639895","12.4946302092173","1",""
"50161","LA CELSA","41.9979617727198","12.4969097524436","1",""
"50163","LA GIUSTINIANA","41.9853507457907","12.4031040995507","1",""
"50164","LA GIUSTINIANA","42.0030417832214","12.4880026317833","1",""
"50166","LA RUSTICA","41.9121248334603","12.6199548173683","1",""
"50167","LA RUSTICA CITTA'","41.9096245519832","12.6071232253781","1",""
"50168","LA STORTA - FORMELLO","42.0035225748825","12.3803804800221","1",""
"50169","LIDO CENTRO","41.7330564594883","12.2841203186818","1",""
"50171","LIDO NORD","41.7368359515982","12.2822439989971","1",""
"50172","LUNGHEZZA","41.9234298361092","12.6673656586517","1",""
"50173","MACCARESE - FREGENE","41.8793636001439","12.2367873241639","1",""
"50174","MAGLIANA","41.8343082966004","12.43128335781","1",""
"50180","MONTEBELLO","42.0110271038313","12.488978856879","1",""
"50181","MONTE MARIO","41.939136271912","12.4217423625959","1",""
"50183","MURATELLA","41.8247884976459","12.4087570992614","1",""
"50185","NOMENTANA","41.9329990854147","12.5236596435558","1",""
"50186","NUOVO SALARIO","41.9553288306762","12.5102926459168","1",""
"50187","OLGIATA","42.0154339245856","12.3638155258789","1",""
"50188","OSTIA ANTICA","41.7578484055019","12.3044019160907","1",""
"50189","OSTIENSE","41.8722255178378","12.4840435966792","1",""
"50190","OTTAVIA","41.9609238880475","12.409622238916","1",""
"50194","PARCO LEONARDO","41.7993016700437","12.2954282865291","1",""
"50197","POMEZIA - S. PALOMBA","41.7062912672031","12.5735801813009","1",""
"50198","PONTE CASILINO","41.8892933672062","12.5219573844839","1",""
"50199","PONTE GALERIA","41.8181122265418","12.3445796521429","1",""
"50200","PORTA MAGGIORE","41.8918259105859","12.5151819672134","1",""
