service_id,date,exception_type
"766_65524","20160425","1"
"766_65524","20160426","1"
"766_65524","20160427","1"
"766_65524","20160428","1"
"766_65524","20160501","1"
"766_65524","20160502","1"
"766_65524","20160503","1"
"766_65524","20160504","1"
"766_65524","20160505","1"
"766_65524","20160508","1"
"766_65524","20160509","1"
"766_65524","20160510","1"
"766_65524","20160511","1"
"766_65524","20160512","1"
"766_65525","20160314","1"
"766_65525","20160315","1"
"766_65525","20160316","1"
"766_65525","20160317","1"
"766_65525","20160320","1"
"766_65525","20160321","1"
"766_65525","20160322","1"
"766_65525","20160323","1"
"766_65525","20160324","1"
"766_65525","20160327","1"
"766_65525","20160328","1"
"766_65525","20160329","1"
"766_65525","20160330","1"
"766_65525","20160331","1"
"766_65525","20160403","1"
"766_65525","20160404","1"
"766_65525","20160405","1"
"766_65525","20160406","1"
"766_65525","20160407","1"
"766_65525","20160410","1"
"766_65525","20160411","1"
"766_65525","20160412","1"
"766_65525","20160413","1"
"766_65525","20160414","1"
"766_65525","20160417","1"
"766_65525","20160418","1"
"766_65525","20160419","1"
"766_65525","20160420","1"
"766_65525","20160421","1"
"766_65525","20160424","1"
"766_65525","20160425","1"
"766_65525","20160426","1"
"766_65525","20160427","1"
"766_65525","20160428","1"
"766_65525","20160501","1"
"766_65525","20160502","1"
"766_65525","20160503","1"
"766_65525","20160504","1"
"766_65525","20160505","1"
"766_65525","20160508","1"
"766_65525","20160509","1"
"766_65525","20160510","1"
"766_65525","20160511","1"
"766_65525","20160512","1"
"766_65526","20160314","1"
"766_65526","20160315","1"
"766_65526","20160316","1"
"766_65526","20160317","1"
"766_65526","20160320","1"
"766_65526","20160321","1"
"766_65526","20160322","1"
"766_65526","20160323","1"
"766_65526","20160324","1"
"766_65526","20160327","1"
"766_65526","20160328","1"
"766_65526","20160329","1"
"766_65526","20160330","1"
"766_65526","20160331","1"
"766_65526","20160403","1"
"766_65526","20160404","1"
"766_65526","20160405","1"
"766_65526","20160406","1"
"766_65526","20160407","1"
"766_65526","20160410","1"
"766_65526","20160411","1"
"766_65526","20160412","1"
"766_65526","20160413","1"
"766_65526","20160414","1"
"766_65526","20160417","1"
"766_65526","20160418","1"
"766_65526","20160419","1"
"766_65526","20160420","1"
"766_65526","20160421","1"
"766_65526","20160424","1"
"766_65526","20160425","1"
"766_65526","20160426","1"
"766_65526","20160427","1"
"766_65526","20160428","1"
"766_65526","20160501","1"
"766_65526","20160502","1"
"766_65526","20160503","1"
"766_65526","20160504","1"
"766_65526","20160505","1"
"766_65526","20160508","1"
"766_65526","20160509","1"
"766_65526","20160510","1"
"766_65526","20160511","1"
"766_65526","20160512","1"
"766_65530","20160314","1"
"766_65530","20160315","1"
"766_65530","20160316","1"
"766_65530","20160317","1"
"766_65530","20160320","1"
"766_65530","20160321","1"
"766_65530","20160322","1"
"766_65530","20160323","1"
"766_65530","20160324","1"
"766_65530","20160327","1"
"766_65530","20160328","1"
"766_65530","20160329","1"
"766_65530","20160330","1"
"766_65530","20160331","1"
"766_65530","20160403","1"
"766_65530","20160404","1"
"766_65530","20160405","1"
"766_65530","20160406","1"
"766_65530","20160407","1"
"766_65530","20160410","1"
"766_65530","20160411","1"
"766_65530","20160412","1"
"766_65530","20160413","1"
"766_65530","20160414","1"
"766_65530","20160417","1"
"766_65530","20160418","1"
"766_65530","20160419","1"
"766_65530","20160420","1"
"766_65530","20160421","1"
"766_65530","20160424","1"
"766_65530","20160425","1"
"766_65530","20160426","1"
"766_65530","20160427","1"
"766_65530","20160428","1"
"766_65530","20160501","1"
"766_65530","20160502","1"
"766_65530","20160503","1"
"766_65530","20160504","1"
"766_65530","20160505","1"
"766_65530","20160508","1"
"766_65530","20160509","1"
"766_65530","20160510","1"
"766_65530","20160511","1"
"766_65530","20160512","1"
"766_65536","20160318","1"
"766_65536","20160319","1"
"766_65536","20160325","1"
"766_65536","20160326","1"
"766_65536","20160401","1"
"766_65536","20160402","1"
"766_65536","20160408","1"
"766_65536","20160409","1"
"766_65536","20160415","1"
"766_65536","20160416","1"
"766_65536","20160422","1"
"766_65536","20160423","1"
"766_65536","20160429","1"
"766_65536","20160430","1"
"766_65536","20160506","1"
"766_65536","20160507","1"
"766_65536","20160513","1"
"766_65536","20160514","1"
"766_65538","20160318","1"
"766_65538","20160319","1"
"766_65538","20160325","1"
"766_65538","20160326","1"
"766_65538","20160401","1"
"766_65538","20160402","1"
"766_65538","20160408","1"
"766_65538","20160409","1"
"766_65538","20160415","1"
"766_65538","20160416","1"
"766_65538","20160422","1"
"766_65538","20160423","1"
"766_65538","20160429","1"
"766_65538","20160430","1"
"766_65538","20160506","1"
"766_65538","20160507","1"
"766_65538","20160513","1"
"766_65538","20160514","1"
"766_65543","20160318","1"
"766_65543","20160319","1"
"766_65543","20160325","1"
"766_65543","20160326","1"
"766_65543","20160401","1"
"766_65543","20160402","1"
"766_65543","20160408","1"
"766_65543","20160409","1"
"766_65543","20160415","1"
"766_65543","20160416","1"
"766_65543","20160422","1"
"766_65543","20160423","1"
"766_65543","20160429","1"
"766_65543","20160430","1"
"766_65543","20160506","1"
"766_65543","20160507","1"
"766_65543","20160513","1"
"766_65543","20160514","1"
"766_65546","20160318","1"
"766_65546","20160319","1"
"766_65546","20160325","1"
"766_65546","20160326","1"
"766_65546","20160401","1"
"766_65546","20160402","1"
"766_65546","20160408","1"
"766_65546","20160409","1"
"766_65546","20160415","1"
"766_65546","20160416","1"
"766_65546","20160422","1"
"766_65546","20160423","1"
"766_65546","20160429","1"
"766_65546","20160430","1"
"766_65546","20160506","1"
"766_65546","20160507","1"
"766_65546","20160513","1"
"766_65546","20160514","1"
"766_65548","20160318","1"
"766_65548","20160319","1"
"766_65548","20160325","1"
"766_65548","20160326","1"
"766_65548","20160401","1"
"766_65548","20160402","1"
"766_65548","20160408","1"
"766_65548","20160409","1"
"766_65548","20160415","1"
"766_65548","20160416","1"
"766_65548","20160422","1"
"766_65548","20160423","1"
"766_65548","20160429","1"
"766_65548","20160430","1"
"766_65548","20160506","1"
"766_65548","20160507","1"
"766_65548","20160513","1"
"766_65548","20160514","1"
"766_65549","20160318","1"
"766_65549","20160319","1"
"766_65549","20160325","1"
"766_65549","20160326","1"
"766_65549","20160401","1"
"766_65549","20160402","1"
"766_65549","20160408","1"
"766_65549","20160409","1"
"766_65549","20160415","1"
"766_65549","20160416","1"
"766_65549","20160422","1"
"766_65549","20160423","1"
"766_65549","20160429","1"
"766_65549","20160430","1"
"766_65549","20160506","1"
"766_65549","20160507","1"
"766_65549","20160513","1"
"766_65549","20160514","1"
"766_65551","20160318","1"
"766_65551","20160319","1"
"766_65551","20160325","1"
"766_65551","20160326","1"
"766_65551","20160401","1"
"766_65551","20160402","1"
"766_65551","20160408","1"
"766_65551","20160409","1"
"766_65551","20160415","1"
"766_65551","20160416","1"
"766_65551","20160422","1"
"766_65551","20160423","1"
"766_65551","20160429","1"
"766_65551","20160430","1"
"766_65551","20160506","1"
"766_65551","20160507","1"
"766_65551","20160513","1"
"766_65551","20160514","1"
"766_65552","20160318","1"
"766_65552","20160319","1"
"766_65552","20160325","1"
"766_65552","20160326","1"
"766_65552","20160401","1"
"766_65552","20160402","1"
"766_65552","20160408","1"
"766_65552","20160409","1"
"766_65552","20160415","1"
"766_65552","20160416","1"
"766_65552","20160422","1"
"766_65552","20160423","1"
"766_65552","20160429","1"
"766_65552","20160430","1"
"766_65552","20160506","1"
"766_65552","20160507","1"
"766_65552","20160513","1"
"766_65552","20160514","1"
"766_65555","20160318","1"
"766_65555","20160319","1"
"766_65555","20160325","1"
"766_65555","20160326","1"
"766_65555","20160401","1"
"766_65555","20160402","1"
"766_65555","20160408","1"
"766_65555","20160409","1"
"766_65555","20160415","1"
"766_65555","20160416","1"
"766_65555","20160422","1"
"766_65555","20160423","1"
"766_65555","20160429","1"
"766_65555","20160430","1"
"766_65555","20160506","1"
"766_65555","20160507","1"
"766_65555","20160513","1"
"766_65555","20160514","1"
"766_65584","20160318","1"
"766_65584","20160319","1"
"766_65584","20160325","1"
"766_65584","20160326","1"
"766_65584","20160401","1"
"766_65584","20160402","1"
"766_65584","20160408","1"
"766_65584","20160409","1"
"766_65584","20160415","1"
"766_65584","20160416","1"
"766_65584","20160422","1"
"766_65584","20160423","1"
"766_65584","20160429","1"
"766_65584","20160430","1"
"766_65584","20160506","1"
"766_65584","20160507","1"
"766_65584","20160513","1"
"766_65584","20160514","1"
"766_65590","20160324","1"
"766_65590","20160325","1"
"766_65592","20160329","1"
"766_65594","20160324","1"
"766_65594","20160325","1"
"766_65596","20160329","1"
"766_65602","20160324","1"
"766_65602","20160325","1"
"766_65604","20160329","1"
"766_65606","20160324","1"
"766_65606","20160325","1"
"766_65608","20160329","1"
"766_65610","20160324","1"
"766_65610","20160325","1"
"766_65612","20160329","1"
"766_65618","20160324","1"
"766_65618","20160325","1"
"766_65620","20160329","1"
"766_65622","20160324","1"
"766_65622","20160325","1"
"766_65624","20160329","1"
"766_65626","20160324","1"
"766_65626","20160325","1"
"766_65628","20160329","1"
"766_65630","20160324","1"
"766_65630","20160325","1"
"766_65632","20160329","1"
"766_65634","20160324","1"
"766_65634","20160325","1"
"766_65636","20160329","1"
"766_65646","20160324","1"
"766_65646","20160325","1"
"766_65648","20160329","1"
"766_65650","20160324","1"
"766_65650","20160325","1"
"766_65652","20160329","1"
"766_65677","20160319","1"
"766_65677","20160402","1"
"766_65677","20160409","1"
"766_65677","20160416","1"
"766_65677","20160423","1"
"766_65677","20160430","1"
"766_65677","20160507","1"
"766_65677","20160514","1"
"766_65679","20160326","1"
"766_65680","20160319","1"
"766_65680","20160402","1"
"766_65680","20160409","1"
"766_65680","20160416","1"
"766_65680","20160423","1"
"766_65680","20160430","1"
"766_65680","20160507","1"
"766_65680","20160514","1"
"766_65682","20160326","1"
"766_65686","20160319","1"
"766_65686","20160402","1"
"766_65686","20160409","1"
"766_65686","20160416","1"
"766_65686","20160423","1"
"766_65686","20160430","1"
"766_65686","20160507","1"
"766_65686","20160514","1"
"766_65688","20160326","1"
"766_65689","20160319","1"
"766_65689","20160402","1"
"766_65689","20160409","1"
"766_65689","20160416","1"
"766_65689","20160423","1"
"766_65689","20160430","1"
"766_65689","20160507","1"
"766_65689","20160514","1"
"766_65691","20160326","1"
"766_65692","20160319","1"
"766_65692","20160402","1"
"766_65692","20160409","1"
"766_65692","20160416","1"
"766_65692","20160423","1"
"766_65692","20160430","1"
"766_65692","20160507","1"
"766_65692","20160514","1"
"766_65694","20160326","1"
"766_65698","20160319","1"
"766_65698","20160402","1"
"766_65698","20160409","1"
"766_65698","20160416","1"
"766_65698","20160423","1"
"766_65698","20160430","1"
"766_65698","20160507","1"
"766_65698","20160514","1"
"766_65700","20160326","1"
"766_65701","20160319","1"
"766_65701","20160402","1"
"766_65701","20160409","1"
"766_65701","20160416","1"
"766_65701","20160423","1"
"766_65701","20160430","1"
"766_65701","20160507","1"
"766_65701","20160514","1"
"766_65703","20160326","1"
"766_65704","20160319","1"
"766_65704","20160402","1"
"766_65704","20160409","1"
"766_65704","20160416","1"
"766_65704","20160423","1"
"766_65704","20160430","1"
"766_65704","20160507","1"
"766_65704","20160514","1"
"766_65706","20160326","1"
"766_65707","20160319","1"
"766_65707","20160402","1"
"766_65707","20160409","1"
"766_65707","20160416","1"
"766_65707","20160423","1"
"766_65707","20160430","1"
"766_65707","20160507","1"
"766_65707","20160514","1"
"766_65709","20160326","1"
"766_65710","20160319","1"
"766_65710","20160402","1"
"766_65710","20160409","1"
"766_65710","20160416","1"
"766_65710","20160423","1"
"766_65710","20160430","1"
"766_65710","20160507","1"
"766_65710","20160514","1"
"766_65712","20160326","1"
"766_65719","20160319","1"
"766_65719","20160402","1"
"766_65719","20160409","1"
"766_65719","20160416","1"
"766_65719","20160423","1"
"766_65719","20160430","1"
"766_65719","20160507","1"
"766_65719","20160514","1"
"766_65721","20160326","1"
"766_65722","20160319","1"
"766_65722","20160402","1"
"766_65722","20160409","1"
"766_65722","20160416","1"
"766_65722","20160423","1"
"766_65722","20160430","1"
"766_65722","20160507","1"
"766_65722","20160514","1"
"766_65724","20160326","1"
"766_65743","20160320","1"
"766_65743","20160327","1"
"766_65743","20160328","1"
"766_65743","20160403","1"
"766_65743","20160410","1"
"766_65743","20160417","1"
"766_65743","20160424","1"
"766_65743","20160425","1"
"766_65743","20160508","1"
"766_65745","20160501","1"
"766_65749","20160320","1"
"766_65749","20160327","1"
"766_65749","20160328","1"
"766_65749","20160403","1"
"766_65749","20160410","1"
"766_65749","20160417","1"
"766_65749","20160424","1"
"766_65749","20160425","1"
"766_65749","20160508","1"
"766_65751","20160501","1"
"766_65752","20160320","1"
"766_65752","20160327","1"
"766_65752","20160328","1"
"766_65752","20160403","1"
"766_65752","20160410","1"
"766_65752","20160417","1"
"766_65752","20160424","1"
"766_65752","20160425","1"
"766_65752","20160508","1"
"766_65754","20160501","1"
"766_65755","20160320","1"
"766_65755","20160327","1"
"766_65755","20160328","1"
"766_65755","20160403","1"
"766_65755","20160410","1"
"766_65755","20160417","1"
"766_65755","20160424","1"
"766_65755","20160425","1"
"766_65755","20160508","1"
"766_65757","20160501","1"
"766_65761","20160320","1"
"766_65761","20160327","1"
"766_65761","20160328","1"
"766_65761","20160403","1"
"766_65761","20160410","1"
"766_65761","20160417","1"
"766_65761","20160424","1"
"766_65761","20160425","1"
"766_65761","20160508","1"
"766_65763","20160501","1"
"766_65764","20160320","1"
"766_65764","20160327","1"
"766_65764","20160328","1"
"766_65764","20160403","1"
"766_65764","20160410","1"
"766_65764","20160417","1"
"766_65764","20160424","1"
"766_65764","20160425","1"
"766_65764","20160508","1"
"766_65766","20160501","1"
"766_65773","20160320","1"
"766_65773","20160327","1"
"766_65773","20160328","1"
"766_65773","20160403","1"
"766_65773","20160410","1"
"766_65773","20160417","1"
"766_65773","20160424","1"
"766_65773","20160425","1"
"766_65773","20160508","1"
"766_65775","20160501","1"
"766_65776","20160320","1"
"766_65776","20160327","1"
"766_65776","20160328","1"
"766_65776","20160403","1"
"766_65776","20160410","1"
"766_65776","20160417","1"
"766_65776","20160424","1"
"766_65776","20160425","1"
"766_65776","20160508","1"
"766_65778","20160501","1"
"766_65821","20160314","1"
"766_65821","20160315","1"
"766_65821","20160316","1"
"766_65821","20160317","1"
"766_65821","20160318","1"
"766_65821","20160321","1"
"766_65821","20160322","1"
"766_65821","20160323","1"
"766_65821","20160329","1"
"766_65821","20160330","1"
"766_65821","20160331","1"
"766_65821","20160401","1"
"766_65821","20160404","1"
"766_65821","20160405","1"
"766_65821","20160406","1"
"766_65821","20160407","1"
"766_65821","20160408","1"
"766_65821","20160411","1"
"766_65821","20160412","1"
"766_65821","20160413","1"
"766_65821","20160414","1"
"766_65821","20160415","1"
"766_65821","20160418","1"
"766_65821","20160419","1"
"766_65821","20160420","1"
"766_65821","20160421","1"
"766_65821","20160422","1"
"766_65821","20160426","1"
"766_65821","20160427","1"
"766_65821","20160428","1"
"766_65821","20160429","1"
"766_65821","20160502","1"
"766_65821","20160503","1"
"766_65821","20160504","1"
"766_65821","20160505","1"
"766_65821","20160506","1"
"766_65821","20160509","1"
"766_65821","20160510","1"
"766_65821","20160511","1"
"766_65821","20160512","1"
"766_65821","20160513","1"
"766_65822","20160319","1"
"766_65822","20160324","1"
"766_65822","20160325","1"
"766_65822","20160326","1"
"766_65822","20160402","1"
"766_65822","20160409","1"
"766_65822","20160416","1"
"766_65822","20160423","1"
"766_65822","20160430","1"
"766_65822","20160507","1"
"766_65822","20160514","1"
"766_65823","20160320","1"
"766_65823","20160327","1"
"766_65823","20160328","1"
"766_65823","20160403","1"
"766_65823","20160410","1"
"766_65823","20160417","1"
"766_65823","20160424","1"
"766_65823","20160425","1"
"766_65823","20160508","1"
"766_65957","20160314","1"
"766_65957","20160315","1"
"766_65957","20160316","1"
"766_65957","20160317","1"
"766_65957","20160318","1"
"766_65957","20160321","1"
"766_65957","20160322","1"
"766_65957","20160323","1"
"766_65957","20160329","1"
"766_65957","20160330","1"
"766_65957","20160331","1"
"766_65957","20160401","1"
"766_65957","20160404","1"
"766_65957","20160405","1"
"766_65957","20160406","1"
"766_65957","20160407","1"
"766_65957","20160408","1"
"766_65957","20160411","1"
"766_65957","20160412","1"
"766_65957","20160413","1"
"766_65957","20160414","1"
"766_65957","20160415","1"
"766_65957","20160418","1"
"766_65957","20160419","1"
"766_65957","20160420","1"
"766_65957","20160421","1"
"766_65957","20160422","1"
"766_65957","20160426","1"
"766_65957","20160427","1"
"766_65957","20160428","1"
"766_65957","20160429","1"
"766_65957","20160502","1"
"766_65957","20160503","1"
"766_65957","20160504","1"
"766_65957","20160505","1"
"766_65957","20160506","1"
"766_65957","20160509","1"
"766_65957","20160510","1"
"766_65957","20160511","1"
"766_65957","20160512","1"
"766_65957","20160513","1"
"766_65958","20160320","1"
"766_65958","20160327","1"
"766_65958","20160328","1"
"766_65958","20160403","1"
"766_65958","20160410","1"
"766_65958","20160417","1"
"766_65958","20160424","1"
"766_65958","20160425","1"
"766_65958","20160508","1"
"766_66083","20160324","1"
"766_66083","20160325","1"
"766_66084","20160314","1"
"766_66084","20160315","1"
"766_66084","20160316","1"
"766_66084","20160317","1"
"766_66084","20160318","1"
"766_66084","20160321","1"
"766_66084","20160322","1"
"766_66084","20160323","1"
"766_66084","20160329","1"
"766_66084","20160330","1"
"766_66084","20160331","1"
"766_66084","20160401","1"
"766_66084","20160404","1"
"766_66084","20160405","1"
"766_66084","20160406","1"
"766_66084","20160407","1"
"766_66084","20160408","1"
"766_66084","20160411","1"
"766_66084","20160412","1"
"766_66084","20160413","1"
"766_66084","20160414","1"
"766_66084","20160415","1"
"766_66084","20160418","1"
"766_66084","20160419","1"
"766_66084","20160420","1"
"766_66084","20160421","1"
"766_66084","20160422","1"
"766_66084","20160426","1"
"766_66084","20160427","1"
"766_66084","20160428","1"
"766_66084","20160429","1"
"766_66084","20160502","1"
"766_66084","20160503","1"
"766_66084","20160504","1"
"766_66084","20160505","1"
"766_66084","20160506","1"
"766_66084","20160509","1"
"766_66084","20160510","1"
"766_66084","20160511","1"
"766_66084","20160512","1"
"766_66084","20160513","1"
"766_66085","20160320","1"
"766_66085","20160327","1"
"766_66085","20160328","1"
"766_66085","20160403","1"
"766_66085","20160410","1"
"766_66085","20160417","1"
"766_66085","20160424","1"
"766_66085","20160425","1"
"766_66085","20160508","1"
"766_66086","20160319","1"
"766_66086","20160326","1"
"766_66086","20160402","1"
"766_66086","20160409","1"
"766_66086","20160416","1"
"766_66086","20160423","1"
"766_66086","20160430","1"
"766_66086","20160507","1"
"766_66086","20160514","1"
"766_66203","20160314","1"
"766_66203","20160315","1"
"766_66203","20160316","1"
"766_66203","20160317","1"
"766_66203","20160318","1"
"766_66203","20160321","1"
"766_66203","20160322","1"
"766_66203","20160323","1"
"766_66203","20160330","1"
"766_66203","20160331","1"
"766_66203","20160401","1"
"766_66203","20160404","1"
"766_66203","20160405","1"
"766_66203","20160406","1"
"766_66203","20160407","1"
"766_66203","20160408","1"
"766_66203","20160411","1"
"766_66203","20160412","1"
"766_66203","20160413","1"
"766_66203","20160414","1"
"766_66203","20160415","1"
"766_66203","20160418","1"
"766_66203","20160419","1"
"766_66203","20160420","1"
"766_66203","20160421","1"
"766_66203","20160422","1"
"766_66203","20160426","1"
"766_66203","20160427","1"
"766_66203","20160428","1"
"766_66203","20160429","1"
"766_66203","20160502","1"
"766_66203","20160503","1"
"766_66203","20160504","1"
"766_66203","20160505","1"
"766_66203","20160506","1"
"766_66203","20160509","1"
"766_66203","20160510","1"
"766_66203","20160511","1"
"766_66203","20160512","1"
"766_66203","20160513","1"
"766_66205","20160314","1"
"766_66205","20160315","1"
"766_66205","20160316","1"
"766_66205","20160317","1"
"766_66205","20160318","1"
"766_66205","20160321","1"
"766_66205","20160322","1"
"766_66205","20160323","1"
"766_66205","20160330","1"
"766_66205","20160331","1"
"766_66205","20160401","1"
"766_66205","20160404","1"
"766_66205","20160405","1"
"766_66205","20160406","1"
"766_66205","20160407","1"
"766_66205","20160408","1"
"766_66205","20160411","1"
"766_66205","20160412","1"
"766_66205","20160413","1"
"766_66205","20160414","1"
"766_66205","20160415","1"
"766_66205","20160418","1"
"766_66205","20160419","1"
"766_66205","20160420","1"
"766_66205","20160421","1"
"766_66205","20160422","1"
"766_66205","20160426","1"
"766_66205","20160427","1"
"766_66205","20160428","1"
"766_66205","20160429","1"
"766_66205","20160502","1"
"766_66205","20160503","1"
"766_66205","20160504","1"
"766_66205","20160505","1"
"766_66205","20160506","1"
"766_66205","20160509","1"
"766_66205","20160510","1"
"766_66205","20160511","1"
"766_66205","20160512","1"
"766_66205","20160513","1"
"766_66207","20160314","1"
"766_66207","20160315","1"
"766_66207","20160316","1"
"766_66207","20160317","1"
"766_66207","20160318","1"
"766_66207","20160321","1"
"766_66207","20160322","1"
"766_66207","20160323","1"
"766_66207","20160330","1"
"766_66207","20160331","1"
"766_66207","20160401","1"
"766_66207","20160404","1"
"766_66207","20160405","1"
"766_66207","20160406","1"
"766_66207","20160407","1"
"766_66207","20160408","1"
"766_66207","20160411","1"
"766_66207","20160412","1"
"766_66207","20160413","1"
"766_66207","20160414","1"
"766_66207","20160415","1"
"766_66207","20160418","1"
"766_66207","20160419","1"
"766_66207","20160420","1"
"766_66207","20160421","1"
"766_66207","20160422","1"
"766_66207","20160426","1"
"766_66207","20160427","1"
"766_66207","20160428","1"
"766_66207","20160429","1"
"766_66207","20160502","1"
"766_66207","20160503","1"
"766_66207","20160504","1"
"766_66207","20160505","1"
"766_66207","20160506","1"
"766_66207","20160509","1"
"766_66207","20160510","1"
"766_66207","20160511","1"
"766_66207","20160512","1"
"766_66207","20160513","1"
"766_66208","20160314","1"
"766_66208","20160315","1"
"766_66208","20160316","1"
"766_66208","20160317","1"
"766_66208","20160318","1"
"766_66208","20160321","1"
"766_66208","20160322","1"
"766_66208","20160323","1"
"766_66208","20160330","1"
"766_66208","20160331","1"
"766_66208","20160401","1"
"766_66208","20160404","1"
"766_66208","20160405","1"
"766_66208","20160406","1"
"766_66208","20160407","1"
"766_66208","20160408","1"
"766_66208","20160411","1"
"766_66208","20160412","1"
"766_66208","20160413","1"
"766_66208","20160414","1"
"766_66208","20160415","1"
"766_66208","20160418","1"
"766_66208","20160419","1"
"766_66208","20160420","1"
"766_66208","20160421","1"
"766_66208","20160422","1"
"766_66208","20160426","1"
"766_66208","20160427","1"
"766_66208","20160428","1"
"766_66208","20160429","1"
"766_66208","20160502","1"
"766_66208","20160503","1"
"766_66208","20160504","1"
"766_66208","20160505","1"
"766_66208","20160506","1"
"766_66208","20160509","1"
"766_66208","20160510","1"
"766_66208","20160511","1"
"766_66208","20160512","1"
"766_66208","20160513","1"
"766_66209","20160314","1"
"766_66209","20160315","1"
"766_66209","20160316","1"
"766_66209","20160317","1"
"766_66209","20160318","1"
"766_66209","20160321","1"
"766_66209","20160322","1"
"766_66209","20160323","1"
"766_66209","20160330","1"
"766_66209","20160331","1"
"766_66209","20160401","1"
"766_66209","20160404","1"
"766_66209","20160405","1"
"766_66209","20160406","1"
"766_66209","20160407","1"
"766_66209","20160408","1"
"766_66209","20160411","1"
"766_66209","20160412","1"
"766_66209","20160413","1"
"766_66209","20160414","1"
"766_66209","20160415","1"
"766_66209","20160418","1"
"766_66209","20160419","1"
"766_66209","20160420","1"
"766_66209","20160421","1"
"766_66209","20160422","1"
"766_66209","20160426","1"
"766_66209","20160427","1"
"766_66209","20160428","1"
"766_66209","20160429","1"
"766_66209","20160502","1"
"766_66209","20160503","1"
"766_66209","20160504","1"
"766_66209","20160505","1"
"766_66209","20160506","1"
"766_66209","20160509","1"
"766_66209","20160510","1"
"766_66209","20160511","1"
"766_66209","20160512","1"
"766_66209","20160513","1"
"766_66210","20160314","1"
"766_66210","20160315","1"
"766_66210","20160316","1"
"766_66210","20160317","1"
"766_66210","20160318","1"
"766_66210","20160321","1"
"766_66210","20160322","1"
"766_66210","20160323","1"
"766_66210","20160330","1"
"766_66210","20160331","1"
"766_66210","20160401","1"
"766_66210","20160404","1"
"766_66210","20160405","1"
"766_66210","20160406","1"
"766_66210","20160407","1"
"766_66210","20160408","1"
"766_66210","20160411","1"
"766_66210","20160412","1"
"766_66210","20160413","1"
"766_66210","20160414","1"
"766_66210","20160415","1"
"766_66210","20160418","1"
"766_66210","20160419","1"
"766_66210","20160420","1"
"766_66210","20160421","1"
"766_66210","20160422","1"
"766_66210","20160426","1"
"766_66210","20160427","1"
"766_66210","20160428","1"
"766_66210","20160429","1"
"766_66210","20160502","1"
"766_66210","20160503","1"
"766_66210","20160504","1"
"766_66210","20160505","1"
"766_66210","20160506","1"
"766_66210","20160509","1"
"766_66210","20160510","1"
"766_66210","20160511","1"
"766_66210","20160512","1"
"766_66210","20160513","1"
"766_66213","20160314","1"
"766_66213","20160315","1"
"766_66213","20160316","1"
"766_66213","20160317","1"
"766_66213","20160318","1"
"766_66213","20160321","1"
"766_66213","20160322","1"
"766_66213","20160323","1"
"766_66213","20160330","1"
"766_66213","20160331","1"
"766_66213","20160401","1"
"766_66213","20160404","1"
"766_66213","20160405","1"
"766_66213","20160406","1"
"766_66213","20160407","1"
"766_66213","20160408","1"
"766_66213","20160411","1"
"766_66213","20160412","1"
"766_66213","20160413","1"
"766_66213","20160414","1"
"766_66213","20160415","1"
"766_66213","20160418","1"
"766_66213","20160419","1"
"766_66213","20160420","1"
"766_66213","20160421","1"
"766_66213","20160422","1"
"766_66213","20160426","1"
"766_66213","20160427","1"
"766_66213","20160428","1"
"766_66213","20160429","1"
"766_66213","20160502","1"
"766_66213","20160503","1"
"766_66213","20160504","1"
"766_66213","20160505","1"
"766_66213","20160506","1"
"766_66213","20160509","1"
"766_66213","20160510","1"
"766_66213","20160511","1"
"766_66213","20160512","1"
"766_66213","20160513","1"
"766_66214","20160314","1"
"766_66214","20160315","1"
"766_66214","20160316","1"
"766_66214","20160317","1"
"766_66214","20160318","1"
"766_66214","20160321","1"
"766_66214","20160322","1"
"766_66214","20160323","1"
"766_66214","20160330","1"
"766_66214","20160331","1"
"766_66214","20160401","1"
"766_66214","20160404","1"
"766_66214","20160405","1"
"766_66214","20160406","1"
"766_66214","20160407","1"
"766_66214","20160408","1"
"766_66214","20160411","1"
"766_66214","20160412","1"
"766_66214","20160413","1"
"766_66214","20160414","1"
"766_66214","20160415","1"
"766_66214","20160418","1"
"766_66214","20160419","1"
"766_66214","20160420","1"
"766_66214","20160421","1"
"766_66214","20160422","1"
"766_66214","20160426","1"
"766_66214","20160427","1"
"766_66214","20160428","1"
"766_66214","20160429","1"
"766_66214","20160502","1"
"766_66214","20160503","1"
"766_66214","20160504","1"
"766_66214","20160505","1"
"766_66214","20160506","1"
"766_66214","20160509","1"
"766_66214","20160510","1"
"766_66214","20160511","1"
"766_66214","20160512","1"
"766_66214","20160513","1"
"766_66220","20160314","1"
"766_66220","20160315","1"
"766_66220","20160316","1"
"766_66220","20160317","1"
"766_66220","20160318","1"
"766_66220","20160321","1"
"766_66220","20160322","1"
"766_66220","20160323","1"
"766_66220","20160330","1"
"766_66220","20160331","1"
"766_66220","20160401","1"
"766_66220","20160404","1"
"766_66220","20160405","1"
"766_66220","20160406","1"
"766_66220","20160407","1"
"766_66220","20160408","1"
"766_66220","20160411","1"
"766_66220","20160412","1"
"766_66220","20160413","1"
"766_66220","20160414","1"
"766_66220","20160415","1"
"766_66220","20160418","1"
"766_66220","20160419","1"
"766_66220","20160420","1"
"766_66220","20160421","1"
"766_66220","20160422","1"
"766_66220","20160426","1"
"766_66220","20160427","1"
"766_66220","20160428","1"
"766_66220","20160429","1"
"766_66220","20160502","1"
"766_66220","20160503","1"
"766_66220","20160504","1"
"766_66220","20160505","1"
